排名,姓名,姓名（英文）,财富（亿美元）,财富来源,国家和地区
764,小威廉·康威,William Conway Jr,27,私募股权,美国
804,胡柏藩,Hu Baifan,26,医药,中国内地
804,B· 韦恩·休斯,B. Wayne Hughes,26,自助存储,美国
804,特拉维斯·卡拉尼克,Travis Kalanick,26,优步,美国
804,关锦安及家族,Kuan Kam Hon & family,26,合成手套,马来西亚
804,拉吉·库玛和吉辛·RK,Raj Kumar & Kishin RK,26,房地产,新加坡
804,克里斯·拉森,Chris Larsen,26,加密货币,美国
804,米歇尔·雷勒克及家族,Michel Leclercq & family,26,体育商品,法国
804,卢志强,Lu Zhiqiang,26,房地产,中国内地
804,基兰·玛朱姆达-肖,Kiran Mazumdar-Shaw,26,生物技术,印度
804,帕万·穆贾尔及家族,Pawan Munjal & family,26,摩托车,印度
804,果尔格·内梅切克及家族,Georg Nemetschek & family,26,软件,德国
804,迈克尔·皮珀,Michael Pieper,26,厨房用具,瑞士
804,塞巴斯蒂安·皮涅拉及家族,Sebastian Pi?era & family,26,投资,智利
804,约翰·普利兹克,John Pritzker,26,"酒店, 投资",美国
804,萨姆纳·雷德斯通,Sumner Redstone,26,媒体,美国
804,丹·斯奈德,Dan Snyder,26,华盛顿红皮队,美国
804,托马斯·施特劳曼,Thomas Straumann,26,牙种植体,瑞士
804,劳伦斯·斯特罗尔,Lawrence Stroll,26,时尚投资,加拿大
804,伊瓦尔·托勒弗森,Ivar Tollefsen,26,房地产,挪威
804,蔡宏图,Tsai Hong-tu,26,金融,中国台湾
804,泰伊·华纳,Ty Warner,26,"房地产, 毛绒玩具",美国
804,张力,Zhang Li,26,房地产,中国内地
804,克里福德·阿斯尼斯,Clifford Asness,26,资金管理,美国
804,威廉·伯克利,William Berkley,26,保险,美国
804,伊娃·玛丽亚·布赫-海夫纳,Eva Maria Bucher-Haefner,26,"软件, 投资",瑞士
804,吉姆·科尔特,Jim Coulter,26,私募股权,美国
804,吉姆·戴维斯,Jim Davis,26,人力资源服务 & 招聘,美国
804,约翰·多兰斯三世,John Dorrance III,26,金宝汤,爱尔兰
804,杰克·多尔西,Jack Dorsey,26,"Twitter, Square",美国
804,伊凡·格拉森伯格,Ivan Glasenberg,26,矿业,瑞士
804,诺姆·戈特斯曼,Noam Gottesman,26,对冲基金,美国
804,约翰·亨利,John Henry,26,体育,美国
836,李水荣,Li Shuirong,25,石化,中国内地
836,李思廉,Li Sze Lim,25,房地产,中国香港
836,刘忠田及家族,Liu Zhongtian & family,25,铝产品,中国内地
836,塞尔吉奥·曼特加扎,Sergio Mantegazza,25,旅行,瑞士
836,拉维·皮莱,Ravi Pillai,25,建筑施工,印度
836,潘妮·普利兹克,Penny Pritzker,25,"酒店, 投资",美国
836,伦佐·罗索及家族,Renzo Rosso & family,25,时尚,意大利
836,罗伯特·罗琳,Robert Rowling,25,"酒店, 投资",美国
836,菲尔·拉芬,Phil Ruffin,25,"博彩, 房地产",美国
836,赫伯·西蒙,Herb Simon,25,房地产,美国
836,马克·斯蒂文斯,Mark Stevens,25,创投,美国
836,孙寿宽,Sun Shoukuan,25,"金属, 煤炭",中国内地
836,艾伦·特雷弗蕾,Alan Trefler,25,软件,美国
836,蔡政达,Tsai Cheng-ta,25,金融,中国台湾
836,董建华,Tung Chee Hwa,25,航运,中国香港
836,彼得·昂格尔,Peter Unger,25,汽车修理,德国
836,奥普拉·温弗瑞,Oprah Winfrey,25,电视剧,美国
836,莫蒂默·朱克曼,Mortimer Zuckerman,25,"房地产, 媒体",美国
836,布莱恩·阿克顿,Brian Acton,25,WhatsApp,美国
836,迈克尔·阿什利,Michael Ashley,25,体育零售,英国
836,莱纳·布利克勒,Rainer Blickle,25,汽车零件,德国
836,约翰·考德韦尔,John Caudwell,25,手机,英国
836,张虔生,Jason Chang,25,电子,新加坡
836,朱章元,Choo Chong Ngen,25,酒店,新加坡
836,郑梦九,Chung Mong-koo,25,现代,韩国
836,马丁·艾博内,Martin Ebner,25,投资,瑞士
836,阿尔奇·奥尔迪斯·伊莫森及家族,Archie Aldis Emmerson & family,25,"林地, 伐木场",美国
836,朱迪·福克纳,Judy Faulkner,25,健康IT,美国
836,菲利普·弗德赛,Philippe Foriel-Destezet,25,就业机构,法国
836,鲍勃·加戈拉迪,Bob Gaglardi,25,酒店,加拿大
836,卢卡·加拉沃格利亚,Luca Garavoglia,25,烈酒,意大利
836,彼得·加斯纳,Peter Gassner,25,软件,美国
836,黄毅,Huang Yi,25,汽车经销店,中国香港
836,约翰纳尔·亨特,Johnelle Hunt,25,卡车运输,美国
836,亚瑟·欧文,Arthur Irving,25,石油,加拿大
836,山姆威尔·卡拉佩特延,Samvel Karapetyan,25,房地产,俄罗斯
836,郭令明,Kwek Leng Beng,25,多元化经营,新加坡
836,郭基俊,Geoffrey Kwok,25,房地产,中国香港
836,马里查·拉扎里及家族,Maritsa Lazari & family,25,房地产,英国
875,E. 乔·舒恩,E. Joe Shoen,24,U-Haul,美国
875,岑钊雄及家族,Shum Chiu Hung & family,24,房地产,中国内地
875,齐格蒙特·索罗茨-扎克,Zygmunt Solorz-Zak,24,电视转播,波兰
875,多田胜美,Katsumi Tada,24,房地产,日本
875,蔡明忠,Daniel Tsai,24,金融,中国台湾
875,赫伯特·威腾,Herbert Wertheim,24,投资,美国
875,杨致远,Jerry Yang,24,雅虎,美国
875,邢李?,Michael Ying,24,零售,中国香港
875,张道才,Zhang Daocai,24,阀门,中国内地
875,雷纳托·阿克梅托夫,Rinat Akhmetov,24,"钢铁, 煤炭",乌克兰
875,乔治·毕夏普,George Bishop,24,油气,美国
875,诺曼·布莱曼,Norman Braman,24,"艺术品, 汽车经销店",美国
875,让·库都及家族,Jean Coutu & family,24,药妆店,加拿大
875,亚历山大·弗罗洛夫,Alexander Frolov,24,"矿业, 钢铁",俄罗斯
875,拉克什·甘瓦尔,Rakesh Gangwal,24,航空公司,美国
875,厄内斯特·加西亚二世,Ernest Garcia II,24,二手车,美国
875,保罗·高斯曼及家族,Paul Gauselmann & family,24,博彩,德国
875,哈罗德·哈姆及家族,Harold Hamm & family,24,油气,美国
875,爱德华·约翰逊四世,Edward Johnson IV,24,资金管理,美国
875,伊丽莎白·约翰逊,Elizabeth Johnson,24,资金管理,美国
875,布拉德·凯利,Brad Kelley,24,烟草,美国
875,艾丽西亚·科普洛维茨,Alicia Koplowitz,24,"建筑施工, 投资",西班牙
875,Kwek Leng Kee,Kwek Leng Kee,24,多元化经营,新加坡
875,梁信军,Liang Xinjun,24,联合大企业,中国内地
875,刘汉元,Liu Hanyuan,24,农产业,中国内地
875,刘金成及家族,Liu Jincheng & family,24,锂电池,中国内地
875,迪恩·梅特珀罗斯,C. Dean Metropoulos,24,投资,美国
875,理查德·佩里,Richard Peery,24,房地产,美国
875,裴振华,Pei Zhenhua,24,电池,中国内地
875,普拉瑟特·普拉萨通-奥索斯,Prasert Prasarttong-Osoth,24,医院,泰国
875,阿尔贝托·罗耶梅斯,Alberto Roemmers,24,医药,阿根廷
875,杰夫·罗斯柴尔德,Jeff Rothschild,24,Facebook,美国
875,维杰·舍卡尔·沙尔玛,Vijay Shekhar Sharma,24,金融科技,印度
908,王燕清及家族,Wang Yanqing & family,23,电气设备,中国内地
908,古斯塔夫·马格纳尔·魏佐,Gustav Magnar Witzoe,23,鱼类养殖,挪威
908,叶澄海及家族,Ye Chenghai & family,23,医药,中国香港
908,罗恩·拜伦,Ron Baron,23,资金管理,美国
908,伊冯·鲍尔,Yvonne Bauer,23,媒体,德国
908,奥托·菲利浦·布劳恩,Otto Philipp Braun,23,医疗技术,德国
908,吉姆·布雷耶,Jim Breyer,23,创投,美国
908,查尔斯·布朗夫曼,Charles Bronfman,23,酒类,加拿大
908,维维克·昌德·博缅,Vivek Chand Burman,23,消费品,印度
908,蔡东晨,Cai Dongchen,23,医药,中国内地
908,程正昌 & 蒋佩琪,Andrew & Peggy Cherng,23,餐饮,美国
908,奥列格·德里帕斯卡,Oleg Deripaska,23,"铝, 公用事业",俄罗斯
908,阿比利奥·多斯桑托斯·迪尼兹,Abilio dos Santos Diniz,23,零售,巴西
908,董凡,Dong Fan,23,医疗器械,中国内地
908,韩昌祐及家族,Chang-Woo Han & family,23,柏青哥机,日本
908,霍滕西亚·赫雷罗,Hortensia Herrero,23,超市,西班牙
908,拉维·斋浦里亚,Ravi Jaipuria,23,软饮料,印度
908,维克托·卡利托宁,Viktor Kharitonin,23,医药,俄罗斯
908,柯特·克里格尔,Kurt Krieger,23,家具零售,德国
908,林敏雄,Lin Ming-hsiung,23,超市,中国台湾
908,刘明辉,Liu Ming Hui,23,天然气分销,中国内地
908,陆正耀,Charles Zhengyao Lu,23,"咖啡连锁, 汽车租赁",中国内地
908,亚历山大·马穆特,Alexander Mamut,23,投资,俄罗斯
908,克莱顿·马蒂尔,Clayton Mathile,23,宠物食品,美国
908,詹姆斯·帕克,James Packer,23,博彩,澳大利亚
908,丹尼尔·普利兹克,Daniel Pritzker,23,"酒店, 投资",美国
908,珍·普利兹克,Jean (Gigi) Pritzker,23,"酒店, 投资",美国
908,斯图尔特·拉赫尔,Stewart Rahr,23,药品分销,美国
908,弗里特·法伊克·萨罕克,Ferit Faik Sahenk,23,多元化经营,土耳其
908,庄佳诚,Jean Salata,23,金融,智利
908,理查德·桑兹,Richard Sands,23,酒类,美国
908,斯蒂芬·史密德海尼,Stephan Schmidheiny,23,投资,瑞士
908,吉尔·舍伍德,Gil Shwed,23,软件,以色列
908,沃伦·史蒂芬斯,Warren Stephens,23,投资银行业,美国
908,彼得·泰尔,Peter Thiel,23,"Facebook, Palantir",美国
908,马克西米利安·菲斯曼,Maximilian Viessmann,23,加热与制冷设备,德国
908,大卫·瓦伦塔斯,David Walentas,23,房地产,美国
945,缪西娅·普拉达,Miuccia Prada,22,奢侈品,意大利
945,沙希·鲁雅和拉维·鲁雅,Shashi & Ravi Ruia,22,多元化经营,印度
945,罗斯利·施魏策尔,Rosely Schweizer,22,消费品,德国
945,帕吉欧·贝尔特利,Patrizio Bertelli,22,奢侈品,意大利
945,布莱恩·谢斯,Brian Sheth,22,投资,美国
945,程一笑,Cheng Yixiao,22,视频流媒体应用,中国内地
945,卡维塔克·拉姆·斯里兰姆,Kavitark Ram Shriram,22,"创投, 谷歌",美国
945,本·切斯纳特,Ben Chestnut,22,电子邮件营销,美国
945,施文博,Sze Man Bok,22,卫生产品,中国内地
945,托德·克里斯托弗,Todd Christopher,22,护发产品,美国
945,邓耀,Tang Yiu,22,时尚零售,中国香港
945,詹姆斯·克拉克,James Clark,22,"Netscape, 投资",美国
945,阿温·蒂古,Arvind Tiku,22,"油气, 投资",印度
945,詹姆斯·迪南,James Dinan,22,对冲基金,美国
945,童锦泉,Tong Jinquan,22,房地产,中国内地
945,比尔吉特·道格拉斯,Bergit Douglas,22,消费品,德国
945,蔡镇宇,T.Y. Tsai,22,金融,中国台湾
945,多丽丝·费舍尔,Doris Fisher,22,Gap,美国
945,科尔茨·沃伦,Kelcy Warren,22,管线,美国
945,亚历山大·涅西斯,Alexander Nesis,22,"金属, 银行业",俄罗斯
945,林赛·福克斯,Lindsay Fox,22,"物流, 房地产",澳大利亚
945,吴少勋,Wu Shaoxun,22,酒类,中国内地
945,高德康及家族,Gao Dekang & family,22,服装,中国内地
945,乔恩·亚伯勒,Jon Yarbrough,22,电子游戏,美国
945,菲利普·吉内斯特,Philippe Ginestet,22,零售店,法国
945,巴里·齐格尔曼,Barry Zekelman,22,钢铁,加拿大
945,米切尔·古德哈,Mitchell Goldhar,22,房地产,加拿大
945,张学政,Zhang Xuezheng,22,电信,中国内地
945,约瑟夫·格林迪斯,Joseph Grendys,22,禽类产品加工,美国
945,左晖,Zuo Hui,22,房地产服务,中国内地
945,汉斯-维尔纳·赫克托,Hans-Werner Hector,22,SAP,德国
945,杰弗里·希尔德布兰德,Jeffery Hildebrand,22,石油,美国
945,黄振达及家族,Huang Zhenda & family,22,建筑施工,中国内地
945,米基·加提亚尼,Micky Jagtiani,22,零售,印度
945,蒋卫平及家族,Jiang Weiping & family,22,化工,中国内地
945,布鲁斯·卡什,Bruce Karsh,22,私募股权,美国
945,吉姆·卡瓦纳夫,Jim Kavanaugh,22,IT提供商,美国
945,丹·库奇伍兹,Dan Kurzius,22,电子邮件营销,美国
945,威廉·劳德,William Lauder,22,雅诗兰黛,美国
945,李振国及家族,Li Zhenguo & family,22,光伏产品,中国内地
945,林耀英,Scott Lin,22,光学组件,中国台湾
945,哈拉尔·林克,Harald Link,22,多元化经营,泰国
945,亚辛·曼苏尔,Yasseen Mansour,22,多元化经营,埃及
945,茅理翔及家族,Mao Lixiang & family,22,厨电,中国内地
945,霍华德·马克斯,Howard Marks,22,私募股权,美国
945,吉勒斯·马丁,Gilles Martin,22,实验室服务,法国
945,塔哈·米卡提,Taha Mikati,22,电信,黎巴嫩
945,法哈德·莫胥礼,Farhad Moshiri,22,多元化经营,英国
945,阿尔弗雷德·厄特克尔,Alfred Oetker,22,消费品,德国
945,奥古斯特·厄特克尔,August Oetker,22,消费品,德国
945,卡尔·斐迪南·厄特克尔,Carl Ferdinand Oetker,22,消费品,德国
945,克里斯汀·厄特克尔,Christian Oetker,22,消费品,德国
945,茱莉亚·厄特克尔,Julia Oetker,22,消费品,德国
945,理查德·厄特克尔,Richard Oetker,22,消费品,德国
945,欧宗荣,Ou Zongrong,22,房地产,中国内地
945,潘伟明,Pan Weiming,22,房地产,中国内地
1001,德米特里·卡门斯契克,Dmitry Kamenshchik,21,机场,俄罗斯
1001,孔健岷,Kong Jian Min,21,房地产,中国内地
1001,郭孔丰,Kuok Khoon Hong,21,棕榈油,新加坡
1001,郭基辉,Adam Kwok,21,房地产,中国香港
1001,海基·科斯提亚,Heikki Kyostila,21,牙科产品,芬兰
1001,斯蒂芬·兰斯当,Stephen Lansdown,21,金融服务,根西
1001,克里斯蒂安·拉杜什,Christian Latouche,21,会计服务,法国
1001,艾琳·劳德,Aerin Lauder,21,化妆品,美国
1001,亨利·劳费尔,Henry Laufer,21,对冲基金,美国
1001,李丐腾,Li Gaiteng,21,吹风机,中国内地
1001,李卫伟,Li Weiwei,21,网络游戏,中国内地
1001,林建华及家族,Lin Jianhua & family,21,太阳能板部件,中国内地
1001,罗立国及家族,Luo Liguo & family,21,化工,中国内地
1001,伊戈尔·马卡洛夫,Igor Makarov,21,投资,俄罗斯
1001,纳吉布·米卡提,Najib Mikati,21,电信,黎巴嫩
1001,阮氏芳邵族,Nguyen Thi Phuong Thao,21,航空公司,越南
1001,胡斯鲁·奥兹耶金,Husnu Ozyegin,21,"金融, 多元化经营",土耳其
1001,阿卜杜拉·弗泰伊姆及家族,Abdulla Al Futtaim & family,21,"汽车经销, 投资",阿联酋
1001,杰伊·保罗,Jay Paul,21,房地产,美国
1001,约翰·阿里拉加,John Arrillaga,21,房地产,美国
1001,李智正,Krit Ratanarak,21,"媒体, 房地产",泰国
1001,比尔·奥斯汀,Bill Austin,21,助听设备,美国
1001,阿列克谢·列皮克,Alexey Repik,21,医药,俄罗斯
1001,苏海勒·巴万,Suhail Bahwan,21,多元化经营,阿曼
1001,菲丽兹·萨罕克,Filiz Sahenk,21,多元化经营,土耳其
1001,侯斯里·巴蒂斯塔,Joesley Batista,21,牛肉加工,巴西
1001,亚历杭德罗·桑托·多明戈,Alejandro Santo Domingo,21,啤酒,美国
1001,卫斯理·巴蒂斯塔,Wesley Batista,21,牛肉包装,巴西
1001,安德烈斯·桑托·多明戈,Andres Santo Domingo,21,啤酒,美国
1001,陈金霞,Chen Jinxia,21,投资,中国内地
1001,伦纳德·施莱弗尔,Leonard Schleifer,21,医药,美国
1001,陈凯旋,Chen Kaixuan,21,家用化学品,中国内地
1001,沈国军,Shen Guojun,21,零售,中国内地
1001,陈学利,Chen Xueli,21,医疗器械,中国内地
1001,唐纳德·特朗普,Donald Trump,21,房地产,美国
1001,池宇峰,Chi Yufeng,21,软件,中国内地
1001,特德·特纳,Ted Turner,21,有线电视,美国
1001,约翰·科茨,John Coates,21,网络博彩,英国
1001,宇野正晃及家族,Masateru Uno & family,21,药妆店,日本
1001,查尔斯·艾德斯坦纳,Charles Edelstenne,21,航空,法国
1001,斯蒂凡·冯·霍兹布林克,Stefan von Holtzbrinck,21,出版,德国
1001,阿尔西奥·埃里阿斯·费尔德曼,Alceu Elias Feldmann,21,肥料,巴西
1001,王希成及家族,Wang Xicheng & family,21,轮胎,中国内地
1001,胡塞·菲力西亚诺,Jose Feliciano,21,私募股权,美国
1001,威廉·扬,William Young,21,塑料,美国
1001,卡洛·费达尼,Carlo Fidani,21,房地产,加拿大
1001,查尔斯·泽加尔,Charles Zegar,21,彭博公司,美国
1001,大卫·费罗,David Filo,21,雅虎,美国
1001,张轩松,Zhang Xuansong,21,超市,中国内地
1001,约翰·费舍尔,John Fisher,21,Gap,美国
1001,张学信及家族,Zhang Xuexin & family,21,铝,中国内地
1001,杰拉尔德·福特,Gerald Ford,21,银行业,美国
1001,赵伟国,Zhao Weiguo,21,IT产品,中国内地
1001,戈登·盖蒂,Gordon Getty,21,Getty Oil,美国
1001,周八斤,Zhou Bajin,21,汽车零件,中国内地
1001,菲利普·格林和克里斯蒂娜·格林,Philip & Cristina Green,21,时尚零售,英国
1001,杰弗里·冈拉克,Jeffrey Gundlach,21,投资,美国
1001,薇诺德·古普塔和阿尼尔·莱伊·古普塔,Vinod & Anil Rai Gupta,21,电气设备,印度
1001,米哈伊尔·古瑟里夫,Mikhail Gutseriev,21,"石油, 房地产",俄罗斯
1001,黄世再,Huang Shih Tsai,21,房地产,中国香港
1001,许连捷,Hui Lin Chit,21,卫生产品,中国内地
1001,迈克尔·乔丹,Michael Jordan,21,"夏洛特黄蜂队, 代言",美国
1063,曹龙祥及家族,Cao Longxiang & family,20,医药,中国内地
1063,小H·罗斯·佩罗,H. Ross Perot Jr,20,房地产,美国
1063,陈华,Chen Hua,20,房地产,中国内地
1063,琳达·普利兹克,Linda Pritzker,20,"酒店, 投资",美国
1063,陈得福,Chen Tei-fu,20,草药产品,中国台湾
1063,罗德尼·萨克斯,Rodney Sacks,20,能量饮料,美国
1063,曹德旺,Cho Tak Wong,20,汽车零件,中国香港
1063,T·丹尼·桑福德,T. Denny Sanford,20,"银行业, 信用卡",美国
1063,德莫特·德斯蒙德,Dermot Desmond,20,金融,爱尔兰
1063,埃里克·塞林,Erik Selin,20,房地产,瑞典
1063,恩尼奥·多瑞斯及家族,Ennio Doris & family,20,金融服务,意大利
1063,沈文荣,Shen Wenrong,20,钢铁生产,中国内地
1063,格伦·杜宾,Glenn Dubin,20,对冲基金,美国
1063,克里·斯托克斯,Kerry Stokes,20,"建筑施工设备, 媒体",澳大利亚
1063,贝达德·艾格巴里,Behdad Eghbali,20,私募股权,美国
1063,康斯坦丁·斯图鲁科夫,Konstantin Strukov,20,"黄金, 煤矿",俄罗斯
1063,丹尼尔·艾克,Daniel Ek,20,Spotify,瑞典
1063,帕特·斯瑞克,Pat Stryker,20,医疗设备,美国
1063,马赛尔·埃尔尼,Marcel Erni,20,私募股权,瑞士
1063,孙广信,Sun Guangxin,20,多元化经营,中国内地
1063,肯尼斯·菲尔德及家族,Kenneth Feld & family,20,现场娱乐活动,美国
1063,亚历山大·斯维塔科夫,Alexander Svetakov,20,房地产,俄罗斯
1063,马科斯·盖尔珀林,Marcos Galperin,20,电商,阿根廷
1063,Hans Sy,Hans Sy,20,多元化经营,菲律宾
1063,阿尔弗雷德·冈特内,Alfred Gantner,20,私募股权,瑞士
1063,Herbert Sy,Herbert Sy,20,多元化经营,菲律宾
1063,亚历山德拉·加拉沃格利亚,Alessandra Garavoglia,20,烈酒,意大利
1063,田明,Tian Ming,20,测量仪器,中国内地
1063,菲奥娜·杰明德,Fiona Geminder,20,制造业,澳大利亚
1063,文森特·维奥拉,Vincent Viola,20,电子交易,美国
1063,耿建明,Geng Jianming,20,房地产,中国内地
1063,罗纳德·威尼克,Ronald Wanek,20,家具,美国
1063,亚历克·戈尔斯,Alec Gores,20,私募股权,美国
1063,乌尔斯·威特里斯巴赫,Urs Wietlisbach,20,私募股权,瑞士
1063,大卫·戈特斯曼,David Gottesman,20,投资,美国
1063,吴光明,Wu Guangming,20,医疗设备,中国内地
1063,亚历山大·格雷顿·巴泰勒,Alexandre Grendene Bartelle,20,鞋类,巴西
1063,艾米·怀斯,Amy Wyss,20,医疗设备,美国
1063,斯泰因·埃里克·哈根,Stein Erik Hagen,20,消费品,挪威
1063,徐传化及家族,Xu Chuanhua & family,20,"化工, 物流",中国内地
1063,卡罗琳·哈根·克约斯,Caroline Hagen Kjos,20,联合大企业,挪威
1063,阎志,Yan Zhi,20,房地产,中国内地
1063,卡洛斯·汉克·罗恩,Carlos Hank Rhon,20,银行业,墨西哥
1063,钟睒睒,Zhong Shanshan,20,"饮料, 医药",中国内地
1063,巴哈·哈里里,Bahaa Hariri,20,"房地产, 投资",黎巴嫩
1063,何朝曦,He Zhaoxi,20,软件,中国内地
1063,斯坦利·哈伯德,Stanley Hubbard,20,DirecTV,美国
1063,季琦,Ji Qi,20,"酒店, 汽车旅馆",中国内地
1063,维诺德·科斯拉,Vinod Khosla,20,创投,美国
1063,郭基浩,Jonathan Kwok,20,房地产,中国香港
1063,刘炽平,Martin Lau,20,电商,中国香港
1063,托马斯·李,Thomas Lee,20,私募股权,美国
1063,迈克尔·理钦,Michael Lee-Chin,20,共同基金,加拿大
1063,李平,Li Ping,20,电池,中国香港
1063,李永新及家族,Li Yongxin & family,20,教育,中国内地
1063,林国泰,Lim Kok Thay,20,博彩,马来西亚
1063,Lin Chang Su-O,Lin Chang Su-O,20,房地产,中国台湾
1063,林印孙,Lin Yinsun,20,农产业,中国内地
1063,S·丹尼尔·亚伯拉罕,S. Daniel Abraham,20,Slim-Fast,美国
1063,马志玲,Rudy Ma,20,金融,中国台湾
1063,约翰·阿米塔奇,John Armitage,20,对冲基金,爱尔兰
1063,汉斯·梅尔彻斯,Hans Melchers,20,"化工, 投资",荷兰
1063,卡罗尔·詹金斯·巴奈特,Carol Jenkins Barnett,20,Publix 超市,美国
1063,豪尔赫·莫尔·菲尔霍,Jorge Moll Filho,20,医院,巴西
1063,库斯·拜克尔,Koos Bekker,20,"媒体, 投资",南非
1063,佩德罗·莫雷拉·萨勒斯,Pedro Moreira Salles,20,"银行业, 矿业",巴西
1063,朱丽安娜·贝纳通,Giuliana Benetton,20,"时尚零售, 投资",意大利
1063,大卫·默多克,David Murdock,20,"Dole, 房地产",美国
1063,卢西亚诺·贝纳通,Luciano Benetton,20,"时尚零售, 投资",意大利
1063,卡瑟丽娜·奥托-本斯坦,Katharina Otto-Bernstein,20,房地产,德国
1063,托尔·比约哥夫森,Thor Bjorgolfsson,20,投资,冰岛
1063,马杜卡·帕拉克,Madhukar Parekh,20,粘合剂,印度
1135,拉克什·金君瓦拉,Rakesh Jhunjhunwala,19,投资,印度
1135,兰德尔·J·柯克,Randal J. Kirk,19,医药,美国
1135,Forrest Li,Forrest Li,19,游戏,新加坡
1135,李国强,Li Guoqiang,19,汽车经销店,中国内地
1135,梁允超,Liang Yunchao,19,营养品,中国内地
1135,罗康瑞,Vincent Lo,19,房地产,中国香港
1135,前泽友作,Yusaku Maezawa,19,网络零售,日本
1135,优素福·曼苏尔,Youssef Mansour,19,多元化经营,埃及
1135,厄米里奥·佩雷拉·德莫拉埃斯,Ermirio Pereira de Moraes,19,多元化经营,巴西
1135,玛丽亚·海伦娜·莫拉埃斯·斯克利皮利蒂,Maria Helena Moraes Scripilliti,19,多元化经营,巴西
1135,费尔南多·罗伯托·莫雷拉·萨勒斯,Fernando Roberto Moreira Salles,19,"银行业, 矿业",巴西
1135,若奥·莫雷拉·萨勒斯,Joao Moreira Salles,19,"银行业, 矿业",巴西
1135,小华尔特·莫雷拉·萨勒斯,Walther Moreira Salles Junior,19,"银行业, 矿业",巴西
1135,鲍比·墨菲,Bobby Murphy,19,Snapchat,美国
1135,N.R.纳拉亚纳·穆尔蒂,N.R. Narayana Murthy,19,软件服务,印度
1135,里沙德·瑙鲁吉,Rishad Naoroji,19,消费品,印度
1135,乔治·佩雷斯,Jorge Perez,19,房地产,美国
1135,詹妮弗·普利兹克,Jennifer Pritzker,19,"酒店, 投资",美国
1135,尼古拉斯·普利兹克,Nicholas Pritzker,19,"酒店, 投资",美国
1135,J.乔·里基茨,J. Joe Ricketts & family,19,TD Ameritrade,美国
1135,拉里·罗宾斯,Larry Robbins,19,对冲基金,美国
1135,阮水龙及家族,Ruan Shuilong & family,19,化工,中国内地
1135,卡洛斯·桑切斯,Carlos Sanchez,19,仿制药,巴西
1135,胡塞·若奥·阿布达拉·菲尔霍,Jose Joao Abdalla Filho,19,投资,巴西
1135,希尔顿·施勒斯伯格,Hilton Schlosberg,19,能量饮料,英国
1135,乔治·阿吉罗斯及家族,George Argyros & family,19,"房地产, 投资",美国
1135,克劳斯-彼得·舒伦伯格,Klaus-Peter Schulenberg,19,票务服务,德国
1135,锡德·巴斯,Sid Bass,19,"石油, 投资",美国
1135,苏海文,Helmut Sohmen,19,航运,奥地利
1135,米莉亚姆·鲍曼·布劳赫,Miriam Baumann-Blocher,19,化工,瑞士
1135,埃文·斯皮格尔,Evan Spiegel,19,Snapchat,美国
1135,赖利·贝克特尔及家族,Riley Bechtel & family,19,"工程, 建筑施工",美国
1135,泽西·斯塔拉克,Jerzy Starak,19,医药,波兰
1135,小斯蒂芬·贝克特尔,Stephen Bechtel Jr,19,"工程, 建筑施工",美国
1135,西比尔·史托斯,Sybill Storz,19,医疗器械,德国
1135,尼克·卡普莱拉,Nick Caporella,19,饮料,美国
1135,西尔维娅·斯多赫,Sylvia Stroeher,19,化妆品,德国
1135,朱林瑶,Chu Lam Yiu,19,香精香料,中国香港
1135,Harley Sy,Harley Sy,19,多元化经营,菲律宾
1135,斯米塔·克里什纳·戈德瑞吉,Smita Crishna-Godrej,19,消费品,印度
1135,Henry Sy Jr,Henry Sy Jr,19,多元化经营,菲律宾
1135,约瑟·路易斯·库特拉莱,Jose Luis Cutrale,19,橙汁,巴西
1135,吴聪满,Andrew Tan,19,多元化经营,菲律宾
1135,玛丽亚·弗兰卡·菲索罗,Maria Franca Fissolo,19,"Nutella, 巧克力",意大利
1135,迈克尔·托内尔,Michael Tojner,19,"电池, 投资",奥地利
1135,布鲁斯·弗拉特,Bruce Flatt,19,资金管理,加拿大
1135,格奥尔格·冯·欧佩尔,Georg von Opel,19,"房地产, 投资",瑞士
1135,方润华,Fong Yun Wah,19,房地产,中国香港
1135,王超斌,Wang Chaobin,19,房地产,中国内地
1135,阿迪·戈德瑞吉,Adi Godrej,19,消费品,印度
1135,胡应湘,Gordon Wu,19,房地产,中国香港
1135,贾姆希德·戈德瑞吉,Jamshyd Godrej,19,消费品,印度
1135,邬建树,Wu Jianshu,19,汽车零件,中国香港
1135,纳迪尔·戈德瑞吉,Nadir Godrej,19,消费品,印度
1135,吴绪顺及家族,Wu Xushun & family,19,"互联网, 汽车零件",中国内地
1135,苏亚特·甘赛尔,Suat Gunsel,19,"房地产, 教育",塞浦路斯
1135,加夫里尔·乌希瓦厄夫,Gavril Yushvaev,19,"贵金属, 房地产",俄罗斯
1135,洪浩,Hao Hong,19,医药,美国
1135,曾开天,Zeng Kaitian,19,网络游戏,中国内地
1135,古德伦·海涅,Gudrun Heine,19,医疗器械,德国
1135,许健康,Hoi Kin Hong,19,房地产,中国澳门
1196,李·巴斯,Lee Bass,18,"石油, 投资",美国
1196,任建华,Ren Jianhua,18,厨电,中国内地
1196,托马兹·比埃纳季,Tomasz Biernacki,18,超市,波兰
1196,雷莫·鲁菲尼,Remo Ruffini,18,冬装,意大利
1196,约瑟夫·博库瓦及家族,Josef Boquoi & family,18,冷冻食品,德国
